Uberstrain	Name	Comment	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_ZA5681AA	CAN143	PATH-SAFE project	traces-0iEqCHv;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5681AA	Assembled	191	317669	5052282	Escherichia coli / Shigella;94.46%	76	91187	4.1	ESC_DC3249AA_AS
ESC_ZA5682AA	CAN142	PATH-SAFE project	traces-0gufFAT;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5682AA	Assembled	130	509247	5056538	Escherichia coli / Shigella;100.0%	53	16599	4.1	ESC_DC3250AA_AS
ESC_ZA5683AA	CAN145	PATH-SAFE project	traces-0uDoIqN;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5683AA	Assembled	136	414397	5170055	Escherichia coli / Shigella;100.0%	34	8227	4.1	ESC_DC3251AA_AS
ESC_ZA5684AA	CAN144	PATH-SAFE project	traces-0qdJOBH;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5684AA	Assembled	151	387400	5123981	Escherichia coli / Shigella;93.49%	69	14500	4.1	ESC_DC3252AA_AS
ESC_ZA5685AA	CAN147	PATH-SAFE project	traces-0VTDjEr;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5685AA	Assembled	129	383244	5207253	Escherichia coli / Shigella;100.0%	67	66127	4.1	ESC_DC3253AA_AS
ESC_ZA5686AA	CAN146	PATH-SAFE project	traces-0TDflBp;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5686AA	Assembled	125	263084	5183911	Escherichia coli / Shigella;100.0%	84	13973	4.1	ESC_DC3254AA_AS
ESC_ZA5687AA	CAN149	PATH-SAFE project	traces-0iWlwCq;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5687AA	Assembled	133	201289	5128557	Escherichia coli / Shigella;100.0%	107	45084	4.1	ESC_DC3255AA_AS
ESC_ZA5688AA	CAN148	PATH-SAFE project	traces-0SJflTn;ILLUMINA;Paired;;;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom		Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-06-06	2023-06-01	ESC_ZA5688AA	Assembled	111	433214	5215415	Escherichia coli / Shigella;100.0%	74	91328	4.1	ESC_DC3256AA_AS
ESC_CB5765AA	HU60	PATH-SAFE project	traces-0RRVdBk;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5765AA	Assembled	60	209778	5236606	Escherichia coli / Shigella;97.3%	119	29580	4.1	ESC_GC7637AA_AS
ESC_CB5766AA	HU61	PATH-SAFE project	traces-0yfzTTf;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5766AA	Assembled	84	227594	5267631	Escherichia coli / Shigella;97.83%	150	10256	4.1	ESC_GC7638AA_AS
ESC_CB5767AA	HB29	PATH-SAFE project	traces-0CLTxPU;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5767AA	Assembled	156.1	336314	5226386	Escherichia coli / Shigella;100.0%	73	1399	5.1	ESC_MC9920AA_AS
ESC_CB5769AA	HU81	PATH-SAFE project	traces-0VvHWdh;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5769AA	Assembled	201	247635	4782803	Escherichia coli / Shigella;100.0%	51	9427	4.1	ESC_GC7641AA_AS
ESC_CB5770AA	HU80	PATH-SAFE project	traces-0nVsKjG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5770AA	Assembled	170	387219	5080443	Escherichia coli / Shigella;97.5%	60	17347	4.1	ESC_GC7642AA_AS
ESC_CB5771AA	HU52	PATH-SAFE project	traces-0bEMTOK;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5771AA	Assembled	145	347986	5262633	Escherichia coli / Shigella;96.37%	72	9003	4.1	ESC_GC7643AA_AS
ESC_CB5772AA	HB27	PATH-SAFE project	traces-0WLBZjg;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5772AA	Assembled	122	363844	4982676	Escherichia coli / Shigella;90.74%	97	16912	4.1	ESC_GC7644AA_AS
ESC_CB5773AA	HB26	PATH-SAFE project	traces-0tHGBbD;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5773AA	Assembled	125	378159	5081799	Escherichia coli / Shigella;100.0%	54	12620	4.1	ESC_GC7645AA_AS
ESC_CB5774AA	HB35	PATH-SAFE project	traces-0BdKZQx;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5774AA	Assembled	111	225995	5018658	Escherichia coli / Shigella;100.0%	111	17820	4.1	ESC_GC7646AA_AS
ESC_CB5775AA	HU79	PATH-SAFE project	traces-0KiRhHi;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5775AA	Assembled	106	258308	5000372	Escherichia coli / Shigella;94.45%	91	11197	4.1	ESC_GC7647AA_AS
ESC_CB5776AA	HU53	PATH-SAFE project	traces-0RwJdHF;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5776AA	Assembled	107	284189	5064058	Escherichia coli / Shigella;95.45%	68	15849	4.1	ESC_GC7648AA_AS
ESC_CB5777AA	HB28	PATH-SAFE project	traces-0XLOgMY;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5777AA	Assembled	105	237547	5189256	Escherichia coli / Shigella;98.68%	113	35005	4.1	ESC_GC7649AA_AS
ESC_CB5778AA	HB30	PATH-SAFE project	traces-0rcoGof;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Blood stream	2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5778AA	Assembled	88	233469	5179171	Escherichia coli / Shigella;100.0%	109	19758	4.1	ESC_GC7650AA_AS
ESC_CB5781AA	HU55	PATH-SAFE project	traces-0zTEPJn;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5781AA	Assembled	85	314042	5243248	Escherichia coli / Shigella;97.78%	146	29938	4.1	ESC_GC7653AA_AS
ESC_CB5782AA	HU54	PATH-SAFE project	traces-0FrpGxG;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5782AA	Assembled	52	357257	5120269	Escherichia coli / Shigella;97.06%	44	23021	4.1	ESC_GC7654AA_AS
ESC_CB5783AA	HU78	PATH-SAFE project	traces-0bJAdCN;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5783AA	Assembled	120	401719	5181244	Escherichia coli / Shigella;100.0%	76	13383	4.1	ESC_GC7655AA_AS
ESC_CB5784AA	HU62n	PATH-SAFE project	traces-0NkDGyn;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2022				Europe	United Kingdom	Scotland	Edinburgh	Edinburgh				Alison Low	Escherichia coli												2022-11-21	2022-11-21	ESC_CB5784AA	Assembled	150	268406	5057734	Escherichia coli / Shigella;96.15%	86	14350	4.1	ESC_GC7656AA_AS
ESC_FB9534AA	DTU14	Phage Interaction	traces-0NmRJZF;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2021				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2023-07-14	2023-07-14	ESC_FB9534AA	Assembled	107.6	220555	4855939	Escherichia coli / Shigella;100.0%	57	663	5.1	ESC_KC4436AA_AS
ESC_FB9535AA	DTU09	Phage Interaction	traces-0KgzqCc;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2021				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2023-07-14	2023-07-14	ESC_FB9535AA	Assembled	126	741358	5176984	Escherichia coli / Shigella;100.0%	51	1142	5.1	ESC_KC4437AA_AS
ESC_FB9538AA	DTU16	Phage Interaction	traces-0rbpFMR;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2021				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2023-07-14	2023-07-14	ESC_FB9538AA	Assembled	121.4	743868	5191806	Escherichia coli / Shigella;100.0%	49	1138	5.1	ESC_KC4440AA_AS
ESC_IB3905AA	CAN210	PATH-SAFE project	traces-0WWwKEj;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3905AA	Assembled	112.7	771242	5084637	Escherichia coli / Shigella;99.6%	53	1103	5.1	ESC_MC9689AA_AS
ESC_IB3910AA	CAN206	PATH-SAFE project	traces-0thYPbA;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3910AA	Assembled	125.2	362693	5105957	Escherichia coli / Shigella;99.43%	90	1842	5.1	ESC_MC9694AA_AS
ESC_IB3912AA	CAN207	PATH-SAFE project	traces-0smBRki;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3912AA	Assembled	142	367792	5142854	Escherichia coli / Shigella;99.81%	75	1121	5.1	ESC_MC9696AA_AS
ESC_IB3915AA	CAN208	PATH-SAFE project	traces-0obLHDv;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3915AA	Assembled	168.6	428694	5046804	Escherichia coli / Shigella;99.8%	51	1051	5.1	ESC_MC9699AA_AS
ESC_IB3935AA	CAN211	PATH-SAFE project	traces-0lcJuJn;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3935AA	Assembled	140.2	301777	5309617	Escherichia coli / Shigella;99.81%	106	1860	5.1	ESC_MC9719AA_AS
ESC_IB3937AA	CAN209	PATH-SAFE project	traces-0TIcpUf;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3937AA	Assembled	160	374869	5122563	Escherichia coli / Shigella;99.04%	82	1972	5.1	ESC_MC9721AA_AS
ESC_IB3939AA	CAN235	PATH-SAFE project	traces-0sGiaNZ;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3939AA	Assembled	64.3	741176	5276360	Escherichia coli / Shigella;99.04%	64	1108	5.1	ESC_MC9723AA_AS
ESC_IB3940AA	CAN233	PATH-SAFE project	traces-0fQGNrI;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3940AA	Assembled	111.5	191303	4853544	Escherichia coli / Shigella;99.58%	67	818	5.1	ESC_MC9724AA_AS
ESC_IB3941AA	CAN231	PATH-SAFE project	traces-0llbXka;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3941AA	Assembled	110.6	374866	5190245	Escherichia coli / Shigella;98.87%	105	1930	5.1	ESC_MC9725AA_AS
ESC_IB3942AA	CAN229	PATH-SAFE project	traces-0rZLHLc;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3942AA	Assembled	115.1	399900	5014173	Escherichia coli / Shigella;100.0%	29	246	5.1	ESC_MC9726AA_AS
ESC_IB3943AA	CAN232	PATH-SAFE project	traces-0MSGyTQ;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3943AA	Assembled	126.1	478951	5075135	Escherichia coli / Shigella;100.0%	35	989	5.1	ESC_MC9727AA_AS
ESC_IB3944AA	CAN222	PATH-SAFE project	traces-0TmirEI;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3944AA	Assembled	126.3	345449	5141464	Escherichia coli / Shigella;99.62%	96	2011	5.1	ESC_MC9728AA_AS
ESC_IB3945AA	CAN230	PATH-SAFE project	traces-0dYBciF;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3945AA	Assembled	128.6	184900	5135914	Escherichia coli / Shigella;99.22%	103	1447	5.1	ESC_MC9729AA_AS
ESC_IB3946AA	CAN234	PATH-SAFE project	traces-0iCanBA;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3946AA	Assembled	125.1	428680	5353739	Escherichia coli / Shigella;99.26%	109	1912	5.1	ESC_MC9730AA_AS
ESC_IB3947AA	CAN218	PATH-SAFE project	traces-0kzDxIg;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3947AA	Assembled	134.3	281541	5147994	Escherichia coli / Shigella;97.91%	118	2993	5.1	ESC_MC9731AA_AS
ESC_IB3948AA	CAN228	PATH-SAFE project	traces-0cCATyY;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3948AA	Assembled	140.6	433339	5243331	Escherichia coli / Shigella;99.62%	60	1248	5.1	ESC_MC9732AA_AS
ESC_IB3949AA	CAN217	PATH-SAFE project	traces-0GqRgpl;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3949AA	Assembled	153.7	211455	4883715	Escherichia coli / Shigella;100.0%	67	723	5.1	ESC_MC9733AA_AS
ESC_IB3950AA	CAN221	PATH-SAFE project	traces-0YapPHc;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3950AA	Assembled	151.2	373132	5024275	Escherichia coli / Shigella;99.8%	50	848	5.1	ESC_MC9734AA_AS
ESC_IB3951AA	CAN213	PATH-SAFE project	traces-0VOkvOE;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3951AA	Assembled	134.5	330837	5257081	Escherichia coli / Shigella;99.43%	92	1894	5.1	ESC_MC9735AA_AS
ESC_IB3952AA	CAN214	PATH-SAFE project	traces-0oFMLrL;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3952AA	Assembled	148.8	352621	5136791	Escherichia coli / Shigella;99.6%	61	1740	5.1	ESC_MC9736AA_AS
ESC_IB3953AA	CAN216	PATH-SAFE project	traces-0rPqvPg;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3953AA	Assembled	137	269001	5249547	Escherichia coli / Shigella;99.62%	95	2035	5.1	ESC_MC9737AA_AS
ESC_IB3954AA	CAN219	PATH-SAFE project	traces-0nZVuHH;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3954AA	Assembled	155.5	357151	5220019	Escherichia coli / Shigella;99.81%	68	1074	5.1	ESC_MC9738AA_AS
ESC_IB3955AA	CAN225	PATH-SAFE project	traces-0cbGbnc;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3955AA	Assembled	156	565759	5042097	Escherichia coli / Shigella;99.8%	43	1248	5.1	ESC_MC9739AA_AS
ESC_IB3956AA	CAN212	PATH-SAFE project	traces-0RrZCno;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3956AA	Assembled	186.2	864142	5016464	Escherichia coli / Shigella;99.6%	42	618	5.1	ESC_MC9740AA_AS
ESC_IB3957AA	CAN226	PATH-SAFE project	traces-0ZDZCUn;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3957AA	Assembled	203.8	365838	5080556	Escherichia coli / Shigella;99.81%	83	1220	5.1	ESC_MC9741AA_AS
ESC_IB3958AA	CAN236	PATH-SAFE project	traces-0CfTzYG;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3958AA	Assembled	98.5	449985	5189650	Escherichia coli / Shigella;98.66%	110	2408	5.1	ESC_MC9742AA_AS
ESC_IB3959AA	CAN215	PATH-SAFE project	traces-0ejOBHI;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3959AA	Assembled	128.2	433316	5084283	Escherichia coli / Shigella;99.6%	56	1024	5.1	ESC_MC9743AA_AS
ESC_IB3960AA	CAN223	PATH-SAFE project	traces-0pXMSDN;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3960AA	Assembled	144.8	266908	5138057	Escherichia coli / Shigella;99.62%	95	2054	5.1	ESC_MC9744AA_AS
ESC_IB3961AA	CAN227	PATH-SAFE project	traces-0aQovMb;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3961AA	Assembled	150.2	352966	5152813	Escherichia coli / Shigella;98.46%	98	1892	5.1	ESC_MC9745AA_AS
ESC_IB3962AA	CAN224	PATH-SAFE project	traces-0XFqflu;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3962AA	Assembled	165.2	656920	5155628	Escherichia coli / Shigella;99.62%	51	1066	5.1	ESC_MC9746AA_AS
ESC_IB3963AA	CAN220	PATH-SAFE project	traces-0jhGaun;ILLUMINA;Paired;;NA;Uploaded	Companion Animal	Canine		2022				Europe	United Kingdom	Scotland						Alison Low	Escherichia coli												2024-01-11	2024-01-11	ESC_IB3963AA	Assembled	180.4	197468	5179266	Escherichia coli / Shigella;99.62%	88	1447	5.1	ESC_MC9747AA_AS
